run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;46355195686;18091995638;3404843107;215274209;2.40;24792.00;72446.60;22.40;9.20;68.20;0.00;0;64.95;1.82;2.74;2.60;2.40;1.00
2;46778952345;18368109479;3376194544;217633895;2.60;27748.00;76241.20;24.40;10.40;65.40;0.00;0;62.84;2.99;2.92;2.67;2.60;1.00
3;49523467169;20060763206;3522737539;230480469;1.00;27884.80;74748.00;25.00;10.40;64.60;0.00;0;63.14;2.37;2.76;2.63;1.00;1.40
4;51344978804;20263264091;3551867566;230215447;3.20;28549.20;72198.20;24.20;10.80;64.80;0.00;0;81.38;3.31;2.95;2.70;3.20;1.20
5;47528167065;21170460601;3224195162;199690074;1.80;24143.00;63613.40;22.60;8.20;68.80;0.00;0;75.95;1.74;2.58;2.59;1.80;1.00
6;49821965203;21041456751;3299798369;212031078;4.80;31571.60;87259.20;26.60;11.80;61.40;0.00;0;61.03;2.22;2.56;2.58;4.80;1.20
7;42373447578;20699693574;2822694773;154052640;8.00;26983.00;163730.40;28.00;10.80;61.20;0.00;.03;78.02;7.60;3.80;2.99;8.00;1.20
8;44517347913;17356182216;3186318219;194501023;5.00;30904.00;79048.80;27.00;10.20;62.40;0.00;0;62.35;5.08;3.63;2.97;5.00;1.00
9;4250569862;1794667186;291421111;9273902;1.00;4764.20;7134.80;5.60;2.40;91.80;0.00;0;97.77;3.19;3.40;2.93;1.00;1.00
10;49817168765;21014903394;3356235717;199045684;3.40;24134.20;61824.20;21.40;8.80;69.60;0.00;0;92.16;3.27;3.42;2.97;3.40;1.00
