run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;81.9;68.7;8;3,75;15,00;15,25;14,25;17,50;enp6s18;12138;14258
2;82.6;69.3;8;10,00;15,12;14,88;14,38;16,62;enp6s18;10940;12538
3;84.4;70.8;8;8,75;14,62;15,25;14,38;17,50;enp6s18;11888;13567
4;109;91.4;8;6,25;15,00;15,38;14,25;19,50;enp6s18;11281;12982
5;93.1;78.1;8;6,25;17,25;15,75;14,38;19,00;enp6s18;9179;10550
6;90.0;75.5;8;6,25;15,00;15,75;14,25;18,75;enp6s18;6690;7787
7;98.1;82.3;8;6,25;14,75;15,25;14,38;19,12;enp6s18;10488;11678
8;105;87.7;8;3,75;14,75;15,25;14,38;17,62;enp6s18;986;1307
9;98.5;82.6;8;2,50;15,38;15,25;14,25;17,62;enp6s18;13135;14688
10;80.1;67.2;8;5,00;15,00;15,25;14,25;17,62;enp6s18;44;44
