run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.08;0;15497308;27828;445256;0;0;708;15144
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15502964;27876;445284;0;0;716;15135
3;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15493304;27948;445300;0;0;715;15137
4;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.08;0;15495188;27996;445376;0;0;834;15017
5;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.08;0;15471220;28052;445396;0;0;719;15133
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.07;0;15485304;28092;445408;0;0;719;15132
7;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.09;0;15478660;28132;445408;0;0;726;15126
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15492856;28180;445408;0;0;726;15125
9;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.06;0;15502648;28244;445416;0;0;713;15139
10;0,000000;1;1024KiB;128MiB;128;0.0081;0.04;0.06;0.08;0;15496000;28292;445404;0;0;724;15127
