run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;88.9;74.6;8;5,00;16,12;16,75;14,25;25,62;enp6s18;11196;12724
2;88.5;74.2;8;8,75;14,75;15,00;14,50;16,62;enp6s18;10217;11632
3;89.2;74.8;8;2,50;14,88;14,62;14,38;15,75;enp6s18;9898;11265
4;90.5;75.9;8;2,50;16,38;15,62;14,25;17,62;enp6s18;5335;5997
5;88.1;73.9;8;2,50;14,50;14,88;14,25;16,12;enp6s18;8941;10285
6;88.4;74.2;8;2,50;16,00;15,00;14,50;16,88;enp6s18;6988;8031
7;88.4;74.1;8;10,00;15,25;14,88;14,25;15,88;enp6s18;9844;11494
8;88.4;74.2;8;6,25;15,62;15,12;13,50;17,38;enp6s18;8717;10037
9;88.0;73.8;8;8,75;14,62;15,12;14,12;18,38;enp6s18;9973;11560
10;87.6;73.5;8;6,25;14,62;15,00;14,25;16,75;enp6s18;9161;10514
