run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15545140;29664;453588;0;0;667;15179
2;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15539196;29696;453616;0;0;672;15173
3;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;15538372;29728;453608;0;0;673;15172
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15547888;29768;453608;0;0;663;15182
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15550476;29800;453644;0;0;661;15184
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15544788;29840;453620;0;0;667;15178
7;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.06;0;15549536;29872;453604;0;0;662;15183
8;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15548920;29904;453608;0;0;662;15183
9;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.09;0;15544472;29944;453612;0;0;667;15178
10;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15538936;29976;453644;0;0;671;15174
