run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;291;244;8;6,25;16,62;14,50;12,88;17,38;enp6s18;2580;2992
2;296;249;8;3,75;15,12;15,00;14,25;17,12;enp6s18;4457;5155
3;268;225;8;2,50;14,50;14,88;14,12;16,38;enp6s18;4024;4672
4;284;238;8;2,50;14,50;14,88;14,25;18,00;enp6s18;4120;4719
5;292;245;8;2,50;15,50;14,88;13,88;17,25;enp6s18;2916;3341
6;248;208;8;6,25;14,50;14,62;14,38;15,38;enp6s18;2457;2840
7;282;237;8;6,25;15,75;15,12;13,38;19,50;enp6s18;3071;3573
8;303;254;8;8,75;14,25;14,62;14,00;15,62;enp6s18;4594;5266
9;299;251;8;7,50;14,62;15,00;14,25;16,50;enp6s18;4025;4629
10;301;253;8;2,50;14,38;14,62;14,00;15,75;enp6s18;2448;3139
