run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;61490763911;82071982047;1786134361;492251429;3.80;4343.60;72170.20;24.00;25.00;51.00;0.00;.10;49.16;4.83;4.55;4.60;3.80;1.40
2;61735139680;82283172693;1788602065;494511193;6.60;4505.00;72467.20;24.60;25.20;50.00;0.00;.06;47.64;6.60;5.07;4.77;6.60;1.80
3;57587425658;76900240066;1635062046;451506410;4.60;4380.80;68566.40;21.20;24.40;54.40;0.00;.03;51.51;5.95;5.28;4.87;4.60;1.40
4;59730237991;79252072693;1722162484;468665461;6.80;4397.20;71966.40;25.40;25.20;49.80;0.00;.03;49.01;4.85;5.19;4.87;6.80;1.40
5;58629590815;78224442113;1686950588;461656948;3.00;4507.60;68888.60;23.40;24.80;51.80;0.00;.13;50.57;9.13;6.20;5.23;3.00;1.60
6;59998348422;79983199034;1733603479;476384704;16.40;4272.80;65509.80;22.60;24.00;53.00;0.00;.06;51.88;5.64;5.80;5.16;16.40;1.00
7;57910175251;77296199038;1651511842;454152167;12.80;4392.20;69280.80;23.80;24.40;51.80;0.00;.06;49.23;4.24;5.45;5.08;12.80;1.60
8;62975083919;83829928993;1831434400;509738040;4.40;4213.20;69763.60;24.20;25.60;50.00;0.00;.13;46.14;5.31;5.51;5.12;4.40;2.40
9;61241046332;81552257072;1771972826;488630517;4.20;4311.20;69221.80;23.40;25.40;51.60;0.00;.06;51.99;5.17;5.59;5.18;4.20;1.60
10;59442246022;79433238651;1705404852;468876135;9.40;4301.60;67558.00;24.20;25.00;50.40;0.00;.06;46.77;5.86;5.65;5.23;9.40;1.80
