run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.4;8;8,75;14,50;15,12;14,00;16,50;enp0s31f6;394;347
2;112;94.1;8;7,50;15,00;15,88;14,25;18,38;enp0s31f6;388;375
3;111;93.3;8;8,75;14,75;15,25;14,38;17,50;enp0s31f6;369;325
4;112;94.0;8;12,50;14,88;15,12;14,12;16,38;enp0s31f6;351;340
5;113;94.4;8;15,00;15,12;15,12;14,75;16,00;enp0s31f6;301;285
6;112;94.2;8;7,50;14,88;15,25;14,50;16,50;enp0s31f6;425;396
7;111;93.1;8;10,00;15,25;15,00;14,62;15,75;enp0s31f6;382;403
8;112;94.4;8;6,25;15,12;15,00;14,50;16,88;enp0s31f6;348;314
9;95.9;80.4;8;8,75;15,12;14,88;14,00;16,38;enp0s31f6;348;332
10;112;94.0;8;7,50;14,88;15,12;13,88;17,75;enp0s31f6;369;357
