run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28047010790;17465199485;2495921309;354199087;7.80;4963.60;31860.60;41.60;12.60;45.40;0.00;.59;42.51;3.98;5.41;6.34;7.80;2.80
2;31182328496;25632630829;2547799178;379871640;4.60;4208.60;29033.00;36.80;11.80;50.40;0.00;.69;47.33;4.49;5.03;6.10;4.60;2.40
3;44743726608;41013519230;3495158136;545028934;4.20;4085.80;26195.00;40.60;12.60;46.00;0.00;.52;29.84;7.86;5.84;6.30;4.20;1.40
4;30629010628;32189930328;2191667650;334097809;2.60;6787.20;42255.20;51.00;14.00;34.00;0.00;.63;39.84;8.97;6.37;6.44;2.60;2.40
5;36980000587;40225270384;2616692229;415944867;5.60;4822.60;35171.40;44.00;11.40;44.20;0.00;.66;38.37;6.53;6.11;6.35;5.60;2.60
6;39582962983;47479254565;2622267208;429558049;6.00;4822.80;36551.60;42.60;10.20;46.20;0.00;.52;45.14;5.62;6.05;6.32;6.00;5.40
7;56272468372;65924485253;3840990120;623524947;7.00;3652.80;24399.40;41.40;10.60;47.20;0.00;.63;29.06;11.88;8.18;7.06;7.00;2.80
8;69029499797;93103936494;4218547896;730533527;11.20;5102.60;39904.00;46.20;10.60;42.60;0.00;.59;27.04;10.56;8.50;7.24;11.20;2.40
9;43008200670;58754968535;2617165285;447995999;13.80;4646.80;41123.20;45.40;10.60;43.60;0.00;.83;38.81;7.70;8.00;7.15;13.80;3.40
10;45863585036;66061162456;2628075544;478046049;9.00;4529.80;36227.00;41.20;8.20;49.60;0.00;.53;45.22;7.27;7.76;7.12;9.00;2.40
