run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.8;8;10,00;14,62;14,75;14,12;17,25;enp0s31f6;2450;2415
2;107;90.1;8;15,00;14,50;14,62;13,88;16,25;enp0s31f6;561;538
3;109;91.2;8;11,25;15,38;16,25;14,00;17,88;enp0s31f6;4770;4498
4;109;91.4;8;7,50;18,62;15,12;13,12;21,38;enp0s31f6;1118;1071
5;107;90.1;8;8,75;14,25;15,00;13,88;20,00;enp0s31f6;1010;967
6;107;89.8;8;6,25;16,25;15,62;13,88;19,12;enp0s31f6;1301;1297
7;106;88.9;8;12,50;14,38;14,88;13,38;18,00;enp0s31f6;1117;1056
8;109;91.1;8;7,50;16,75;15,12;13,75;19,38;enp0s31f6;1022;934
9;109;91.1;8;22,50;12,88;12,88;12,50;14,38;enp0s31f6;1198;1181
10;109;91.1;8;8,75;15,12;14,75;14,12;17,12;enp0s31f6;1959;1929
