run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.6;8;10,00;14,38;14,62;13,62;16,88;enp0s31f6;1130;1081
2;109;91.7;8;13,75;14,25;14,62;14,00;16,00;enp0s31f6;1064;1097
3;110;91.9;8;11,25;16,75;16,00;13,88;17,88;enp0s31f6;1046;971
4;109;91.6;8;11,25;14,62;14,75;14,12;16,38;enp0s31f6;991;982
5;109;91.8;8;10,00;14,62;15,00;14,00;18,50;enp0s31f6;711;681
6;109;91.7;8;8,75;15,75;15,25;14,00;16,62;enp0s31f6;912;890
7;110;92.1;8;11,25;14,38;14,75;14,00;17,62;enp0s31f6;2313;2168
8;109;91.8;8;10,00;15,38;15,00;13,88;17,50;enp0s31f6;1200;1130
9;109;91.8;8;10,00;15,00;14,75;13,88;16,75;enp0s31f6;0;0
10;113;94.7;8;10,00;14,38;14,88;13,88;16,75;enp0s31f6;5;0
