run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7800;7800;30.5;30.5;0.11335;0.00736232
2;7326;7326;28.6;28.6;0.12362;0.00716891
3;7715;7715;30.1;30.1;0.11583;0.00782994
4;7318;7318;28.6;28.6;0.11885;0.00927275
5;8075;8075;31.5;31.5;0.10878;0.00749546
6;7985;7985;31.2;31.2;0.11382;0.00659115
7;7757;7757;30.3;30.3;0.11395;0.00752641
8;8677;8677;33.9;33.9;0.10639;0.00525498
9;8132;8132;31.8;31.8;0.11021;0.00668694
10;8625;8625;33.7;33.7;0.10003;0.0101728
