run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;39988185762;40481761402;1292089972;234979653;2.20;8181.40;129842.80;12.20;19.40;67.80;0.00;.27;67.50;3.10;2.60;2.46;2.20;1.00
2;41511247963;41155337496;1353008873;242613425;2.40;7131.20;103977.40;11.20;19.00;69.40;0.00;.30;67.24;2.70;2.60;2.47;2.40;1.20
3;40445636546;40766289416;1282125209;234793987;3.80;7924.40;125735.80;12.80;19.20;67.40;0.00;.30;69.54;2.21;2.51;2.45;3.80;1.00
4;39623534101;40551237662;1266036437;232379693;3.80;7394.60;108155.20;11.20;19.40;69.00;0.00;.27;68.51;1.99;2.35;2.39;3.80;1.00
5;41824840423;41392951841;1367251247;245363326;3.20;7635.80;117986.40;12.20;19.20;68.20;0.00;.26;66.65;2.33;2.39;2.40;3.20;1.20
6;41302225986;41526479944;1323775819;245623210;5.60;7288.60;110583.40;11.20;19.00;69.20;0.00;.20;68.72;2.79;2.50;2.44;5.60;1.00
7;37806488175;39827112988;1192113009;218614042;4.00;7292.40;104699.20;10.80;19.00;69.80;0.00;.27;67.65;2.82;2.56;2.47;4.00;1.40
8;41967522991;41370067934;1368984486;251424937;5.40;7260.40;110050.40;10.80;19.40;69.40;0.00;.31;67.82;2.01;2.41;2.42;5.40;1.00
9;38850976450;40279260909;1233727593;225778498;4.00;7498.00;107497.00;12.00;19.20;68.80;0.00;.33;69.23;2.15;2.37;2.40;4.00;1.00
10;39856702259;40862111702;1267476095;237036132;3.20;7786.80;123803.80;12.00;19.60;68.00;0.00;.30;69.44;1.86;2.26;2.37;3.20;1.00
