run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.1;8;16,25;15,00;15,62;14,75;17,12;enp0s31f6;332;363
2;112;94.2;8;12,50;14,88;15,00;14,50;16,50;enp0s31f6;283;323
3;112;94.0;8;8,75;14,75;15,25;14,25;17,38;enp0s31f6;319;356
4;112;94.0;8;11,25;15,25;15,25;14,50;18,00;enp0s31f6;319;355
5;112;93.8;8;8,75;15,12;15,12;14,50;17,75;enp0s31f6;294;328
6;112;94.1;8;7,50;14,88;15,25;14,50;18,25;enp0s31f6;304;340
7;112;94.3;8;7,50;14,88;15,00;14,50;16,38;enp0s31f6;329;370
8;112;94.3;8;5,00;14,88;15,00;14,62;16,00;enp0s31f6;295;327
9;112;94.3;8;7,50;14,75;15,38;14,38;18,75;enp0s31f6;333;378
10;113;94.4;8;7,50;14,50;14,88;14,12;16,50;enp0s31f6;354;401
