Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/Categorias,126,5,9,10.613280953654636,2.131000015651807,45.53299999679439,118.11904761904762,1.9993670590194292,0.07933996265950116,10,13,14,15,18,21,23,23,46,46,46
GET,/Mesas,33,4,9,10.964451513824645,0.6806000019423664,30.55650001624599,631.1515151515151,0.5236437535527076,0.06347197012760093,9,15,17,17,19,24,31,31,31,31,31
GET,/Pedidos/296,96,3,10,12.513966666726143,0.6920000014360994,48.46019999240525,341.96875,1.5233272830624223,0.047603977595700696,11,15,16,17,23,27,47,48,48,48,48
GET,/Productos,126,0,6,7.83252777759954,4.210000013699755,35.24990001460537,750.0,1.9993670590194292,0.0,6,8,9,9,12,15,19,21,35,35,35
PUT,Abrir Mesa,126,0,9,10.189750792166691,5.9686000167857856,33.20259999600239,162.25396825396825,1.9993670590194292,0.0,9,10,11,12,14,18,28,28,33,33,33
POST,Agregar Item,300,0,8,8.566704333740441,5.463799985591322,25.629100011428818,97.96333333333334,4.760397759570069,0.0,8,9,9,10,12,13,17,19,26,26,26
PUT,Cerrar Mesa,126,0,8,9.561524602874655,5.777499987743795,49.782699992647395,57.22222222222222,1.9993670590194292,0.0,8,10,11,11,14,15,18,19,50,50,50
,Aggregated,933,12,8,9.588436870307921,0.6806000019423664,49.782699992647395,235.88745980707395,14.804837032262917,0.19041591038280278,8,10,11,12,15,18,23,28,50,50,50
