run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;77.2;64.8;8;3,75;14,50;15,75;13,12;19,25;enp6s18;12526;14428
2;71.3;59.8;8;7,50;15,12;14,75;13,25;16,25;enp6s18;12355;13567
3;78.3;65.7;8;8,75;17,00;15,38;13,25;18,00;enp6s18;6571;7512
4;73.3;61.5;8;7,50;15,50;14,75;13,50;16,38;enp6s18;7417;8830
5;84.3;70.7;8;10,00;15,50;15,00;13,62;17,00;enp6s18;4941;5664
6;84.9;71.3;8;2,50;14,88;14,75;13,62;17,38;enp6s18;9708;11115
7;84.5;70.9;8;8,75;15,50;14,38;13,25;16,25;enp6s18;10469;12304
8;84.0;70.5;8;8,75;14,25;14,50;13,38;16,00;enp6s18;9616;11235
9;82.4;69.1;8;7,50;14,12;14,75;13,62;16,12;enp6s18;6848;8161
10;81.6;68.5;8;6,25;14,50;14,88;13,25;16,38;enp6s18;8415;9693
