Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),408
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),622
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),467
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),615
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),443
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),450
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),448
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),446
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),399
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),455
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),3
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),443
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),447
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),743
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),419
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),424
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),418
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),614
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),460
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),2307
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),435
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),634
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),427
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),473
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),431
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),1
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),651
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),421
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),581
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),422
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),461
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),414
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),432
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),3017
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),433
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),434
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),437
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),485
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),420
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),419
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),438
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),416
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),442
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),422
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),600
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),424
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),462
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),622
