run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11655923727;6558910157;1120181810;158029885;4.60;2260.40;14173.00;16.60;6.00;77.40;0.00;.23;75.14;1.41;1.23;0.85;4.60;1.00
2;13254977087;7645842748;1237973980;164853462;3.20;2843.60;15395.20;22.40;9.00;68.20;0.00;.43;66.09;2.29;1.48;0.96;3.20;1.00
3;13541670201;9432883084;1214444772;171550708;4.20;2506.00;12850.00;21.80;8.00;69.80;0.00;.29;64.24;3.01;1.83;1.13;4.20;2.00
4;12811295857;9989476765;1111985664;154373523;6.20;2595.20;13598.60;23.80;7.80;68.40;0.00;.26;67.81;3.81;2.33;1.36;6.20;1.20
5;12679303413;12368499717;1065345896;159536609;3.00;2385.00;12767.80;23.00;7.40;69.40;0.00;.36;63.59;2.91;2.41;1.49;3.00;1.20
6;15310824973;13473150497;1218057187;175653106;4.40;2685.20;13166.60;25.00;7.00;67.40;0.00;.36;60.67;1.97;2.27;1.53;4.40;1.80
7;15057000844;15670665082;1183461228;175993666;2.80;2952.80;16632.60;30.00;8.80;61.00;0.00;.30;60.09;2.61;2.51;1.68;2.80;1.40
8;15558210663;16721005353;1175253456;176134245;1.80;2665.40;15897.80;28.20;7.80;63.40;0.00;.43;61.83;5.29;3.10;1.96;1.80;2.80
9;16511960076;18741877650;1204344755;185596264;2.60;2593.60;13803.60;26.80;7.60;65.40;0.00;.23;72.04;3.81;3.12;2.07;2.60;1.00
10;176018114;104353775;7898172;674544;1.00;186.00;456.20;3.20;0.80;95.80;0.00;.03;99.96;1.51;2.60;1.95;1.00;1.00
