run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;14655412;20904;1112168;0;0;1421;14313
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;14641996;21148;1124704;0;0;1425;14296
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14544204;21284;1135768;0;0;1510;14201
4;0,000016;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.65;0;14626636;21436;1147588;0;0;1418;14282
5;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.10;0;14534876;21628;1163224;0;0;1499;14187
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14479804;21828;1176564;0;0;1536;14138
7;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.07;0;14625960;21972;1189568;0;0;1384;14278
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14546024;22160;1200928;0;0;1437;14217
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14546952;22280;1202672;0;0;1436;14217
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14487252;22328;1202708;0;0;1507;14145
