run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;90.3;75.8;8;10,00;14,88;15,25;14,62;16,88;enp0s31f6;584;532
2;111;93.5;8;8,75;15,00;15,25;14,50;16,62;enp0s31f6;540;501
3;111;93.2;8;10,00;17,25;15,38;14,75;18,00;enp0s31f6;755;716
4;111;93.3;8;10,00;14,88;15,88;14,50;18,25;enp0s31f6;672;616
5;110;92.6;8;8,75;15,00;15,62;14,62;17,88;enp0s31f6;374;350
6;111;93.3;8;7,50;15,00;15,38;14,75;18,50;enp0s31f6;562;525
7;111;93.1;8;1,25;16,12;15,25;14,62;18,38;enp0s31f6;710;678
8;111;93.4;8;3,75;15,50;15,25;14,75;17,38;enp0s31f6;722;688
9;112;94.1;8;3,75;14,62;15,38;14,50;17,75;enp0s31f6;0;0
10;112;93.8;8;5,00;16,38;15,50;14,75;17,12;enp0s31f6;0;0
