run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;103;86.5;8;5,00;14,62;14,75;13,25;16,12;enp6s18;3704;4233
2;102;85.6;8;5,00;14,62;14,75;13,00;17,12;enp6s18;4246;4912
3;104;86.8;8;5,00;15,50;16,12;13,62;18,75;enp6s18;3738;4287
4;102;86.0;8;3,75;15,00;14,38;12,88;16,38;enp6s18;2880;3333
5;103;86.3;8;8,75;14,12;14,50;12,75;16,25;enp6s18;4087;4649
6;103;86.3;8;6,25;15,38;15,50;14,00;20,00;enp6s18;3729;4256
7;103;86.5;8;3,75;14,75;15,00;14,38;16,25;enp6s18;4113;4715
8;104;86.9;8;2,50;14,88;15,25;14,38;18,50;enp6s18;4057;4595
9;103;86.5;8;7,50;15,12;14,88;14,38;16,75;enp6s18;4017;4586
10;103;86.3;8;10,00;15,00;15,38;14,50;17,75;enp6s18;5825;6650
