run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41951356055;41217637735;1395073832;249247116;4.60;8015.60;123127.40;11.80;19.60;68.20;0.00;.26;66.77;2.32;2.24;2.22;4.60;1.00
2;40881702934;40862125323;1310054237;238468419;2.20;7253.80;103648.40;10.20;19.40;70.20;0.00;.41;68.25;2.61;2.33;2.25;2.20;1.20
3;39190327391;40186451396;1237196589;223248057;3.20;7389.00;107888.40;10.20;19.60;70.00;0.00;.27;68.76;1.98;2.21;2.22;3.20;1.40
4;39239721170;39788313574;1258214059;225447685;3.80;7945.80;115516.20;10.80;19.80;68.80;0.00;.23;67.41;2.44;2.30;2.25;3.80;1.20
5;43379324876;42181621053;1468396385;259428205;3.40;7587.20;114532.60;10.20;19.60;69.80;0.00;.27;68.54;1.99;2.22;2.22;3.40;1.20
6;40768614101;41043913169;1324197999;234880446;2.00;7635.80;113757.60;10.60;19.60;69.60;0.00;.33;69.98;2.48;2.33;2.26;2.00;1.40
7;39780888884;40390161315;1271380453;228795591;4.00;7825.60;119758.60;11.40;19.60;68.60;0.00;.27;68.09;2.23;2.31;2.26;4.00;1.00
8;40139085990;40586517031;1305984139;229957714;2.60;6717.40;84281.00;9.40;19.00;71.20;0.00;.30;70.22;2.49;2.42;2.31;2.60;1.20
9;41422642219;41293439361;1331581239;243902996;4.80;7279.00;109410.40;10.00;19.40;70.40;0.00;.26;68.31;2.54;2.45;2.32;4.80;1.00
10;39115313312;40356970614;1232610078;221123358;4.60;7100.00;102914.80;10.40;19.60;69.80;0.00;.30;69.14;2.37;2.43;2.32;4.60;1.00
