run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;151;127;8;5,00;16,62;15,00;12,88;18,88;enp6s18;6884;7835
2;202;170;8;1,25;14,88;15,50;14,25;18,25;enp6s18;5075;5912
3;190;160;8;6,25;14,50;14,88;13,88;16,38;enp6s18;8959;10214
4;209;175;8;10,00;14,75;15,12;13,62;17,88;enp6s18;4442;5120
5;173;145;8;10,00;15,62;15,50;14,12;18,25;enp6s18;8310;9434
6;178;149;8;7,50;14,38;15,25;14,12;17,62;enp6s18;8341;9745
7;178;149;8;8,75;14,62;14,75;13,88;17,25;enp6s18;5730;6659
8;179;150;8;7,50;14,75;14,62;14,12;15,50;enp6s18;8256;9617
9;190;159;8;7,50;14,75;15,12;14,25;17,50;enp6s18;8023;9315
10;194;162;8;5,00;14,50;15,38;13,88;20,25;enp6s18;10192;11816
