run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41569405455;40959947532;1365525612;241776567;3.80;7498.20;106828.40;10.40;19.60;69.40;0.00;.40;68.45;2.08;2.24;2.27;3.80;1.00
2;41590432373;41134992930;1343234699;243942084;3.00;8015.20;123908.20;11.20;19.60;68.60;0.00;.30;69.21;1.89;2.17;2.25;3.00;1.00
3;40216907933;40666790945;1262278243;229246112;2.60;7195.40;110412.20;10.80;19.40;69.60;0.00;.33;67.64;2.05;2.17;2.24;2.60;1.00
4;41268035974;41046254805;1347338160;241040032;2.00;7309.40;108583.20;11.40;19.60;68.80;0.00;.30;68.73;2.18;2.20;2.25;2.00;1.00
5;40690336405;40661366790;1317943782;233646309;2.60;7752.20;116031.40;11.40;20.40;68.40;0.00;.33;69.15;2.48;2.28;2.27;2.60;1.00
6;42335376801;41330399133;1382734995;248198504;5.40;8456.00;137825.60;12.60;20.20;66.80;0.00;.23;67.48;2.12;2.21;2.25;5.40;1.00
7;38961122926;40107032772;1226732061;220447644;4.60;7892.20;124316.60;10.80;19.60;69.20;0.00;.27;68.57;2.36;2.26;2.27;4.60;1.20
8;42049285658;41527766436;1392278893;245414918;2.20;7127.60;99309.80;9.60;19.60;70.60;0.00;.30;68.56;2.19;2.23;2.25;2.20;1.00
9;41557233031;41055974231;1360184676;240706029;3.80;7029.20;101558.60;10.40;19.00;70.00;0.00;.27;67.39;1.61;2.07;2.20;3.80;1.00
10;41823198603;41488068777;1378014740;244357061;3.60;7470.40;111495.40;11.00;19.80;69.00;0.00;.30;68.93;1.98;2.06;2.19;3.60;1.00
