run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;23195907625;8483289992;1692532254;91498804;1.00;14370.20;31373.00;11.20;5.00;83.80;0.00;0;82.31;1.07;1.07;0.81;1.00;1.00
2;24629258547;9052180901;1805004628;89692119;1.00;17008.20;27881.60;10.60;5.40;84.00;0.00;0;83.03;0.77;1.02;0.81;1.00;1.20
3;24517529525;8817344807;1776693885;90463204;2.00;16605.00;28680.20;10.60;4.60;84.40;0.00;0;82.04;1.36;1.14;0.86;2.00;1.20
4;24173911376;8807107106;1750911781;91683793;1.80;16200.40;27286.20;10.60;5.00;84.20;0.00;0;82.25;0.78;1.01;0.83;1.80;1.00
5;25504242530;9071790254;1823875779;91746332;1.60;17260.00;26957.80;11.20;5.40;83.20;0.00;0;83.62;0.97;1.00;0.83;1.60;1.00
6;24518171813;8876582725;1786567814;92905063;1.00;17000.40;27747.00;10.80;5.00;84.00;0.00;0;82.09;0.88;0.99;0.84;1.00;1.20
7;24726482422;8938577936;1812560170;95893518;1.00;16653.20;27504.00;11.40;5.40;83.20;0.00;.03;81.14;1.10;1.05;0.87;1.00;1.00
8;25097244057;9105429657;1785622219;98872871;3.20;18766.60;31110.00;13.80;5.80;79.80;0.00;0;79.58;1.52;1.13;0.90;3.20;1.00
9;25374770425;9231997723;1863759618;101839415;1.20;15545.60;23433.40;10.60;4.60;84.40;0.00;0;79.72;1.19;1.08;0.90;1.20;1.20
10;26217251255;9346542961;1860070887;105840874;1.60;17338.80;28536.20;12.20;5.40;82.20;0.00;0;81.06;0.85;0.99;0.88;1.60;1.20
