run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;210;176;8;11,25;14,38;14,75;14,00;17,25;enp6s18;5450;6200
2;194;163;8;6,25;14,75;15,12;14,25;16,62;enp6s18;5094;5763
3;216;181;8;5,00;16,50;15,00;13,88;17,00;enp6s18;3152;3645
4;239;200;8;1,25;14,25;14,62;13,38;16,00;enp6s18;5931;6820
5;209;175;8;5,00;14,38;14,62;13,38;16,00;enp6s18;4881;5507
6;241;203;8;7,50;15,38;14,75;13,50;16,50;enp6s18;6647;7543
7;218;182;8;5,00;14,75;15,12;14,25;18,25;enp6s18;4838;5569
8;226;190;8;2,50;14,50;15,12;13,75;17,62;enp6s18;3467;4080
9;174;146;8;1,25;14,62;15,38;13,38;18,62;enp6s18;6093;6955
10;213;179;8;8,75;15,25;14,75;13,50;16,12;enp6s18;3748;4343
