run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15563708;15832;440260;0;0;659;15208
2;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15569672;15880;440272;0;0;653;15215
3;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15569876;15920;440276;0;0;665;15202
4;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.09;0;15575572;15952;440280;0;0;659;15208
5;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.08;0;15575472;15984;440276;0;0;659;15208
6;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15571748;16024;440324;0;0;648;15219
7;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.08;0;15572536;16064;440328;0;0;654;15213
8;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.08;0;15563596;16096;440300;0;0;675;15192
9;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.10;0;15570928;16136;440288;0;0;663;15204
10;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.08;0;15587424;16168;440296;0;0;647;15220
