Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),80
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),165
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),151
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),160
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",26
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),145
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),137
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),128
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),134
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),98
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),124
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),4
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),133
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),107
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1053
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),135
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),105
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),136
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),160
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),135
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),3102
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),132
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),159
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),137
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),124
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),144
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),5
GET,/Mesas,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",8
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),156
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),127
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),175
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),129
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),121
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),146
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),147
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),4061
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),151
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),125
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),115
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),106
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),156
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),136
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),115
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),135
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),125
GET,/Productos,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",29
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),103
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),158
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),90
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),133
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),168
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),137
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),129
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),130
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),178
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),160
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),118
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 6'),115
GET,/Pedidos/5925,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",22
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 9'),111
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 4'),96
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 11'),121
GET,/Productos,RemoteDisconnected('Remote end closed connection without response'),879
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 11'),143
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 13'),106
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 4'),130
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 2'),158
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 5'),140
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 8'),154
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 1'),137
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 5'),141
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 8'),117
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 4'),121
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 11'),166
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 3'),144
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 7'),126
