run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;106;88.6;8;6,25;15,12;14,88;13,88;17,88;enp0s31f6;1823;1741
2;105;88.0;8;8,75;15,38;15,62;14,00;18,50;enp0s31f6;4101;3786
3;107;90.1;8;8,75;15,12;15,25;13,75;20,50;enp0s31f6;729;701
4;107;89.5;8;6,25;14,38;14,62;14,25;16,88;enp0s31f6;1606;1620
5;109;91.9;8;7,50;14,62;14,62;14,00;16,88;enp0s31f6;1309;1282
6;112;93.7;8;5,00;14,75;14,75;13,75;18,12;enp0s31f6;757;701
7;113;94.6;8;6,25;14,25;14,38;13,50;14,88;enp0s31f6;685;605
8;112;93.9;8;5,00;15,00;14,62;13,62;16,50;enp0s31f6;718;675
9;92.1;77.3;8;5,00;14,00;14,62;13,25;17,12;enp0s31f6;528;478
10;112;93.9;8;2,50;17,25;15,25;13,88;17,25;enp0s31f6;671;595
