run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.09;0;13526876;48692;1487760;0;0;2178;13186
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13507104;48816;1489800;0;0;2172;13190
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13502264;48952;1491980;0;0;2174;13185
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.20;0;13504788;49072;1493720;0;0;2171;13187
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13509432;49216;1495456;0;0;2150;13206
6;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.42;0;13502572;49336;1496968;0;0;2169;13185
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13516272;49432;1498536;0;0;2154;13199
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.06;0;13502276;49528;1500004;0;0;2166;13185
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13534292;49632;1501532;0;0;2125;13225
10;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.34;0;13507208;49776;1503204;0;0;2162;13185
