run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0167;0.04;0.13;4.21;0;13382992;43616;2026180;0;0;1797;13066
2;0,000016;1;1024KiB;128MiB;128;0.0084;0.04;0.06;1.03;0;13225176;43824;2033808;0;0;1945;12910
3;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.07;0;13032548;43976;2042604;0;0;2125;12722
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13190576;44136;2048344;0;0;1950;12891
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;13141332;44284;2056232;0;0;1997;12837
6;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13182340;44548;2065240;0;0;1953;12871
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13050728;44648;2071756;0;0;2072;12746
8;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.24;0;13517652;44800;2077912;0;0;1617;13195
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13490584;44944;2086408;0;0;1630;13173
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13522548;45088;2089912;0;0;1584;13216
