run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7692;7692;30.0;30.0;0.11506;0
2;9162;9162;35.8;35.8;0.09561;0.00699195
3;8306;8306;32.4;32.4;0.10746;0.00757089
4;8035;8035;31.4;31.4;0.10845;0.00809374
5;8349;8349;32.6;32.6;0.10453;0.00597398
6;7809;7809;30.5;30.5;0.11546;0.00662879
7;7446;7446;29.1;29.1;0.11844;0.00929508
8;8178;8178;31.9;31.9;0.10886;0.00793175
9;8607;8607;33.6;33.6;0.10019;0.0101527
10;7906;7906;30.9;30.9;0.11044;0.0102146
