run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13641664;53984;1956456;0;0;1601;13321
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13606380;54132;1962988;0;0;1626;13289
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13565612;54328;1970644;0;0;1660;13247
4;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13642300;54472;1975600;0;0;1586;13317
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13528336;54624;1983840;0;0;1690;13205
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13451364;54760;1988688;0;0;1746;13144
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13446580;54912;1996560;0;0;1743;13140
8;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.04;0.06;0;13595452;55104;2003872;0;0;1600;13276
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13535296;55256;2011276;0;0;1654;13213
10;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.09;0;13576756;55392;2013164;0;0;1608;13258
