run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.3;8;11,25;14,88;14,88;13,25;16,38;enp0s31f6;326;308
2;106;88.6;8;8,75;16,38;14,75;13,50;17,12;enp0s31f6;316;296
3;107;90.0;8;7,50;14,62;14,75;13,75;17,12;enp0s31f6;474;449
4;104;87.0;8;8,75;14,62;14,75;13,75;16,50;enp0s31f6;475;450
5;110;92.5;8;10,00;14,12;14,75;13,62;16,50;enp0s31f6;482;464
6;111;92.7;8;11,25;14,25;14,38;13,50;15,62;enp0s31f6;332;312
7;108;90.4;8;8,75;14,25;14,38;13,00;17,12;enp0s31f6;768;724
8;107;89.8;8;8,75;13,75;14,62;13,50;16,12;enp0s31f6;623;576
9;110;92.2;8;11,25;14,88;14,62;14,00;16,50;enp0s31f6;561;523
10;112;93.9;8;6,25;16,12;15,00;13,38;17,12;enp0s31f6;595;555
