run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;9542145746;8342220422;597099056;89274850;1.80;1270.40;10748.60;5.40;12.80;81.60;0.00;.29;82.11;0.22;0.05;0.24;1.80;1.00
2;20525046336;24259654301;674215759;124925690;1.40;1535.00;12159.60;6.20;13.60;79.80;0.00;.29;81.10;0.93;0.37;0.34;1.40;1.60
3;19213663811;23177448447;625391165;114703084;2.00;1486.80;12282.20;6.00;14.40;79.20;0.00;.33;81.49;1.96;0.78;0.49;2.00;1.00
4;20646377545;24310349681;684275849;126453387;2.40;1440.80;10832.60;5.80;13.00;81.00;0.00;.32;80.71;1.31;0.92;0.57;2.40;1.00
5;19200223195;24573176971;578011070;115402993;1.60;1611.40;12463.80;6.60;13.40;79.80;0.00;.26;81.24;1.74;1.13;0.66;1.60;1.00
6;21428650482;25699858721;715333236;130066785;2.40;1373.80;9634.80;5.80;12.40;81.40;0.00;.32;80.80;1.19;1.14;0.72;2.40;1.40
7;20333528210;25137939910;658477541;126086928;2.00;1273.20;10037.20;5.20;12.00;82.60;0.00;.29;81.99;2.48;1.44;0.85;2.00;1.40
8;21130144683;26221198961;681491632;127547177;1.40;1639.20;12596.20;7.40;12.40;80.00;0.00;.33;80.56;1.73;1.39;0.87;1.40;1.00
9;21061666340;25428391365;692360757;126207157;2.00;1754.00;13822.00;7.40;14.00;78.60;0.00;.36;80.24;1.75;1.41;0.91;2.00;1.00
10;20956729463;25660485827;683895749;125652713;3.40;1731.60;14157.80;8.00;13.80;78.00;0.00;.33;79.69;1.43;1.39;0.94;3.40;1.00
