run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14051448;52524;1614092;0;0;1522;13722
2;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14116028;52624;1615160;0;0;1457;13785
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14112892;52776;1616712;0;0;1459;13781
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14119100;52928;1617976;0;0;1452;13787
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14108852;53088;1619416;0;0;1460;13778
6;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14079168;53184;1620560;0;0;1492;13745
7;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14061016;53280;1621664;0;0;1506;13729
8;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14061104;53384;1622644;0;0;1502;13732
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;14151920;53520;1623820;0;0;1431;13802
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14109776;53632;1624624;0;0;1455;13777
