run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15584648;16804;441792;0;0;649;15216
2;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;15578600;16852;441752;0;0;654;15210
3;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.08;0;15572500;16900;441768;0;0;646;15219
4;0,000000;1;1024KiB;128MiB;128;0.0053;0.03;0.04;0.11;0;15572688;16948;441936;0;0;646;15219
5;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;15588764;16996;441988;0;0;644;15220
6;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;15567456;17044;441900;0;0;652;15212
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15571968;17108;441936;0;0;659;15206
8;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.08;0;15570388;17156;441948;0;0;661;15203
9;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.11;0;15568604;17212;441916;0;0;661;15203
10;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.05;0;15567960;17252;441988;0;0;663;15201
