run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;205;172;8;8,75;14,62;14,88;13,12;16,88;enp6s18;4442;5111
2;237;199;8;5,00;14,50;15,50;14,25;18,88;enp6s18;5092;5878
3;202;169;8;5,00;16,12;15,38;13,75;18,75;enp6s18;5094;5821
4;217;182;8;5,00;14,62;15,50;14,38;23,25;enp6s18;4528;5050
5;209;175;8;2,50;14,50;14,75;14,25;15,62;enp6s18;4782;5493
6;217;182;8;2,50;14,50;14,75;13,62;16,12;enp6s18;5981;6829
7;210;176;8;5,00;14,50;14,50;14,25;15,00;enp6s18;4785;5526
8;211;177;8;8,75;14,25;15,12;14,00;19,50;enp6s18;6889;7905
9;219;184;8;5,00;14,50;16,50;13,75;28,62;enp6s18;4524;5206
10;226;189;8;6,25;14,50;14,75;13,75;16,38;enp6s18;4631;5237
