run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;17028031995;6112878851;1233025500;67827521;1.00;11120.00;25162.80;7.60;3.80;88.20;0.00;.03;86.36;0.37;0.58;0.51;1.00;1.00
2;18239114872;6739821269;1354428356;68183794;1.20;12751.00;21026.40;7.80;4.20;88.00;0.00;0;86.82;0.57;0.63;0.53;1.20;1.00
3;17551420709;6444093280;1305475524;65759404;1.00;12319.80;21983.00;8.20;4.00;87.80;0.00;0;86.60;0.33;0.56;0.51;1.00;1.00
4;18978754723;6921993507;1398667496;72566828;2.80;12991.60;19758.60;8.40;3.40;87.80;0.00;0;85.88;0.34;0.52;0.50;2.80;1.20
5;18065592045;6493900728;1307998691;66320427;1.60;14365.60;23809.00;9.60;4.20;86.20;0.00;0;86.01;0.78;0.61;0.53;1.60;1.20
6;18624976719;6703887956;1371009669;69098807;1.40;13084.20;21183.20;8.80;4.00;87.20;0.00;0;85.94;0.63;0.63;0.54;1.40;1.00
7;18673756143;6734033354;1362748287;69736949;1.60;12810.20;21256.60;8.40;4.20;87.40;0.00;0;85.83;1.06;0.74;0.58;1.60;1.20
8;18387447745;6541375801;1328855146;66599831;3.40;10974.80;17744.40;8.00;3.40;88.60;0.00;0;86.13;0.65;0.67;0.57;3.40;1.20
9;18642625476;6770617710;1362610638;71420752;3.20;13268.60;21596.00;9.40;3.80;87.00;0.00;0;86.21;0.51;0.65;0.57;3.20;1.00
10;19434766467;6877219360;1385069858;72725892;2.60;11206.60;18741.40;8.00;3.80;88.20;0.00;0;87.04;0.97;0.77;0.61;2.60;1.20
