run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;235;197;8;6,25;16,75;15,00;14,38;17,00;enp6s18;3928;4500
2;237;199;8;6,25;17,12;15,38;14,25;17,62;enp6s18;3825;4505
3;236;198;8;7,50;16,00;15,75;14,25;18,75;enp6s18;6249;7147
4;222;186;8;6,25;14,50;15,38;14,25;17,25;enp6s18;3955;4557
5;224;188;8;3,75;15,12;14,75;14,25;15,75;enp6s18;3930;4505
6;211;177;8;6,25;15,62;15,00;14,25;17,00;enp6s18;3748;4266
7;236;198;8;3,75;15,25;15,50;14,25;19,12;enp6s18;3304;3762
8;236;198;8;7,50;16,88;15,12;14,25;17,50;enp6s18;3273;3789
9;217;182;8;7,50;14,88;14,75;14,12;16,38;enp6s18;1645;1916
10;195;163;8;6,25;15,25;15,50;14,12;18,88;enp6s18;1762;1988
