run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11552870603;6954935665;1069059994;161145082;1.00;2217.40;14915.60;18.60;6.00;75.40;0.00;.29;77.94;1.32;1.66;3.12;1.00;3.00
2;12529354707;7710886588;1189611227;165652034;4.80;2850.40;14360.40;28.40;10.40;60.40;0.00;.23;63.19;3.16;2.07;3.14;4.80;2.00
3;13368326115;7955024846;1209686656;159895763;1.60;2522.40;12090.80;26.60;9.00;64.00;0.00;.30;64.41;3.60;2.35;3.17;1.60;1.40
4;13265794152;9248308823;1192118937;169204244;4.20;2811.60;15903.20;26.20;9.20;64.20;0.00;.23;65.09;3.54;2.53;3.17;4.20;1.40
5;14332036570;11887725176;1229227101;175116018;8.40;2848.80;14536.80;29.60;9.60;60.40;0.00;.33;63.75;2.27;2.39;3.06;8.40;1.60
6;14904986209;13236110493;1213598143;174660036;4.60;2866.60;15081.80;31.00;9.00;59.20;0.00;.26;62.59;2.84;2.54;3.05;4.60;1.80
7;14745770085;13961566428;1201439586;176809359;2.20;2939.80;16464.40;30.60;8.80;60.00;0.00;.32;65.40;3.28;2.84;3.12;2.20;1.20
8;14816933866;15937973641;1136287005;170353678;4.60;2571.00;14535.80;26.80;7.60;65.00;0.00;.23;64.26;4.20;3.08;3.16;4.60;1.40
9;16274168317;18140494968;1198435985;183811276;5.00;2840.80;15705.40;31.40;8.40;59.20;0.00;.33;66.15;2.86;2.95;3.11;5.00;1.60
10;39808628;12341083;4585037;148942;1.00;282.20;1200.20;6.40;1.60;91.80;0.00;0;100.00;1.20;2.51;2.95;1.00;1.00
