run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;25601056471;16013194047;2279438433;342404691;3.00;4527.60;26516.80;37.20;13.00;49.20;0.00;.52;43.47;3.27;3.02;2.96;3.00;1.40
2;22251124031;14342197305;2040579323;296422929;4.20;4592.40;27511.00;38.80;13.60;47.00;0.00;.49;52.81;4.43;3.44;3.12;4.20;2.60
3;24340298498;17198950805;2179907076;316575156;4.00;3973.80;23121.20;36.00;11.80;51.60;0.00;.46;41.46;4.68;3.62;3.19;4.00;2.20
4;26740596667;24055742338;2143799858;319299503;8.00;4752.20;31152.40;40.20;11.40;47.80;0.00;.56;51.39;4.62;3.91;3.34;8.00;6.60
5;28965524389;27231429532;2227575813;337329844;3.40;3732.20;21776.80;34.40;10.20;55.00;0.00;.53;47.69;4.97;4.30;3.54;3.40;2.20
6;31360602194;34409273455;2246178832;359422151;4.00;4118.00;26470.40;38.40;11.00;50.60;0.00;.43;47.61;6.53;4.99;3.83;4.00;2.00
7;30137688539;32277821649;2206715422;346557841;7.20;3897.00;26785.60;39.00;10.80;49.60;0.00;.39;43.84;7.47;5.62;4.13;7.20;1.80
8;34107431157;41855819622;2248407611;370690049;6.60;4304.20;30518.40;39.80;10.20;50.00;0.00;.43;45.93;6.22;5.55;4.23;6.60;4.80
9;33286977865;40351217219;2264511221;363708408;10.40;4196.20;28083.20;41.40;10.00;48.40;0.00;.52;46.12;7.19;5.91;4.47;10.40;1.00
10;34511395035;46331549886;2201817529;363793106;21.00;3741.00;19016.60;44.20;10.80;44.80;0.00;.43;48.93;6.65;6.07;4.63;21.00;12.60
