run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13749560;38640;1885404;0;0;1586;13417
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13584788;38852;1890708;0;0;1742;13255
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13581300;38948;1893772;0;0;1735;13259
4;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.09;0;13800720;39124;1881920;0;0;1518;13488
5;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;13660412;39268;1886652;0;0;1657;13345
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13644008;39476;1891664;0;0;1662;13334
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13536488;39644;1896908;0;0;1762;13229
8;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.24;0;13506776;39804;1903416;0;0;1803;13182
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13396608;39960;1907864;0;0;1890;13090
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13384792;40056;1908224;0;0;1898;13082
