run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;43068975422;41541416846;1419517071;253998724;2.20;8012.20;121828.00;10.80;20.40;68.00;0.00;.37;67.75;1.53;1.86;1.79;2.20;1.00
2;37865091012;39377782047;1162150302;208975301;5.80;7242.20;106934.40;11.40;19.20;69.20;0.00;.30;67.96;1.94;1.94;1.83;5.80;1.20
3;39971701032;40515007356;1281301650;229378643;3.00;7962.40;125107.00;11.40;19.80;68.80;0.00;.33;67.16;2.73;2.16;1.91;3.00;1.20
4;40798494541;41000914695;1314545911;234047179;4.60;7104.20;100071.80;10.60;19.40;69.40;0.00;.37;69.42;2.10;2.09;1.90;4.60;1.20
5;40300300903;40703864597;1283770738;228111712;3.00;7778.60;120145.20;11.60;20.20;68.00;0.00;.23;68.92;2.25;2.13;1.93;3.00;1.20
6;41120808871;41184979757;1338443755;238612667;3.20;7422.20;109376.60;10.40;19.60;69.40;0.00;.27;68.22;2.59;2.30;2.00;3.20;1.00
7;39712887263;40523724905;1252884495;225250031;4.40;7464.20;113117.60;10.60;20.00;69.00;0.00;.33;68.45;1.92;2.18;1.98;4.40;1.00
8;37609569651;39631867449;1182866559;211198158;3.80;7285.00;100775.00;11.00;19.80;69.40;0.00;.33;67.77;1.52;2.04;1.95;3.80;1.00
9;42073337641;41525848479;1364072764;245823768;3.40;7451.20;110840.40;10.80;20.00;69.00;0.00;.33;68.21;2.67;2.29;2.04;3.40;1.20
10;39049045542;40320831949;1217301654;220215453;3.80;7207.60;102988.20;11.20;19.80;68.80;0.00;.23;70.13;2.24;2.25;2.04;3.80;1.00
