run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;81.7;68.5;8;3,75;14,75;14,62;14,38;15,62;enp6s18;10416;11875
2;81.4;68.3;8;6,25;14,62;15,00;14,25;16,75;enp6s18;9108;10483
3;111;93.4;8;8,75;15,62;15,50;14,25;17,50;enp6s18;15540;16615
4;82.2;68.9;8;10,00;15,00;15,25;14,25;16,62;enp6s18;15020;17269
5;54.4;45.6;8;8,75;15,00;14,75;14,12;16,75;enp6s18;12989;14634
6;80.0;67.1;8;11,25;16,62;15,62;14,50;17,12;enp6s18;1315;1796
7;106;89.2;8;8,75;14,75;15,00;14,12;17,50;enp6s18;13977;15653
8;81.3;68.2;8;2,50;14,62;15,25;14,25;17,00;enp6s18;12304;13897
9;80.7;67.7;8;3,75;14,75;14,50;14,38;15,25;enp6s18;10382;11858
10;91.9;77.1;8;8,75;14,88;15,12;14,12;17,62;enp6s18;5729;6611
