run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0106;0.04;0.07;0.74;0;12590668;83520;2937156;0;0;1648;12307
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12608804;83672;2942472;0;0;1642;12308
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12508652;83772;2947796;0;0;1720;12225
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;12601704;83876;2952856;0;0;1639;12301
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12342100;83980;2959636;0;0;1817;12116
6;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;12376116;84180;2966116;0;0;1842;12085
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;12386076;84324;2972368;0;0;1826;12095
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12487020;84476;2981060;0;0;1715;12197
9;0,000016;1;1024KiB;128MiB;128;0.0090;0.04;0.07;1.19;0;12502960;84620;2985452;0;0;1697;12211
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12484128;84764;2992636;0;0;1706;12194
