run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28994498988;19836436177;2522188890;358695726;5.40;5105.80;32185.00;44.20;13.80;41.60;0.00;.69;39.77;6.34;7.37;8.04;5.40;1.80
2;32554347459;29079392314;2593649971;382700638;8.20;4533.40;30797.20;41.60;12.00;45.80;0.00;.70;45.10;5.22;6.72;7.75;8.20;3.20
3;33488826537;32384266257;2537969973;384230738;8.00;4818.80;33872.00;41.60;12.20;45.40;0.00;.63;40.92;7.90;7.15;7.83;8.00;1.80
4;35294861596;37472430950;2581642329;407187116;5.20;5016.20;36448.20;46.60;12.80;40.20;0.00;.59;40.55;6.15;6.83;7.68;5.20;2.60
5;64336594059;69487069355;4509767871;741879849;9.40;3402.20;20558.00;38.20;10.60;50.40;0.00;.65;36.97;8.39;7.25;7.76;9.40;1.80
6;33777442755;39972361525;2295652749;358963769;11.80;7127.80;48432.60;50.80;13.20;35.20;0.00;.46;35.86;6.35;6.90;7.61;11.80;6.20
7;38943377572;46877067593;2619055210;430911074;7.40;4480.20;26556.80;44.80;10.00;44.80;0.00;.56;38.87;6.60;6.89;7.56;7.40;3.60
8;40290015453;49471584001;2653589159;430160745;7.20;5256.80;44571.80;49.20;11.60;38.20;0.00;.53;36.76;9.81;7.77;7.82;7.20;2.80
9;46758107669;65748526977;2707720292;485869472;9.80;5066.60;39588.00;49.20;10.20;40.20;0.00;.46;37.00;7.06;7.42;7.69;9.80;4.60
10;44887007897;62369591635;2741861108;465535742;7.60;4721.20;36043.40;49.20;10.80;39.60;0.00;.69;37.15;6.28;7.10;7.56;7.60;4.40
