run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40943246895;40967663899;1346069515;244168438;3.00;7307.80;102692.00;12.60;19.20;68.00;0.00;.27;69.34;2.47;2.16;2.16;3.00;1.00
2;38213749052;39615980608;1216229039;228316371;3.80;7178.20;99257.00;12.60;19.20;68.00;0.00;.27;67.94;4.25;2.78;2.37;3.80;1.00
3;41256527452;40763477624;1339878951;242488961;2.40;7895.40;118710.40;13.60;19.40;66.40;0.00;.27;69.26;2.73;2.61;2.34;2.40;1.00
4;40181881544;40702560126;1314242608;237718512;3.20;6473.00;83988.20;12.40;18.80;68.40;0.00;.36;69.15;2.44;2.57;2.34;3.20;1.00
5;41035329673;40923548328;1348134962;240968597;3.00;7281.60;107410.00;11.40;19.20;68.80;0.00;.30;68.30;2.14;2.48;2.33;3.00;1.20
6;38671704759;39873426082;1219208229;223562401;3.60;7915.40;117491.60;13.20;19.60;66.60;0.00;.30;68.92;1.99;2.36;2.29;3.60;1.40
7;39985748122;40550302056;1279238812;235377333;5.20;7225.40;103205.20;12.40;19.20;68.20;0.00;.30;69.70;3.14;2.57;2.37;5.20;1.00
8;42396555234;41718136388;1383108345;255052416;3.60;7757.00;117406.40;12.80;19.60;67.40;0.00;.31;69.75;2.50;2.49;2.35;3.60;1.20
9;43064528512;41985258259;1444115526;261052451;4.00;7175.60;102206.20;12.00;18.80;68.80;0.00;.37;67.86;2.04;2.38;2.32;4.00;1.00
10;39974243884;40524549060;1277049339;232338924;2.00;7371.40;107921.00;12.20;19.20;68.20;0.00;.20;68.97;2.40;2.44;2.35;2.00;1.00
