run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;96.4;80.8;8;2,50;14,38;14,62;13,75;17,12;enp0s31f6;632;694
2;108;90.5;8;6,25;14,38;14,88;13,62;17,75;enp0s31f6;518;565
3;111;93.2;8;5,00;14,38;15,50;13,88;22,12;enp0s31f6;686;756
4;111;93.3;8;8,75;19,00;15,38;13,88;19,38;enp0s31f6;541;597
5;111;93.4;8;6,25;14,25;15,00;14,00;17,88;enp0s31f6;624;672
6;111;93.4;8;7,50;14,25;15,25;14,00;17,00;enp0s31f6;521;543
7;111;93.4;8;10,00;15,75;16,62;14,00;27,00;enp0s31f6;487;554
8;112;93.6;8;11,25;14,12;14,88;13,75;18,62;enp0s31f6;710;778
9;111;93.4;8;11,25;14,38;14,75;14,00;17,00;enp0s31f6;611;678
10;112;93.6;8;8,75;14,38;14,75;14,00;16,38;enp0s31f6;648;705
