run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;203;170;8;2,50;14,75;15,88;13,25;18,50;enp6s18;9412;10734
2;278;233;8;2,50;17,38;15,00;14,00;18,25;enp6s18;6760;7654
3;274;230;8;1,25;14,50;14,62;13,38;16,50;enp6s18;7921;9048
4;292;245;8;5,00;13,88;14,38;13,12;15,88;enp6s18;10148;11544
5;300;252;8;2,50;14,25;14,75;13,00;16,38;enp6s18;7762;8838
6;267;224;8;2,50;14,50;14,75;13,88;16,38;enp6s18;6679;7674
7;330;277;8;5,00;14,75;15,50;13,62;25,00;enp6s18;9085;10406
8;302;253;8;7,50;14,25;14,38;13,25;16,00;enp6s18;5130;6210
9;307;257;8;3,75;14,25;14,88;13,00;17,50;enp6s18;8389;9635
10;284;238;8;6,25;14,12;14,25;13,12;16,25;enp6s18;7362;8684
