run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;35490325789;12595322930;2529424076;138960902;1.00;22031.00;48401.80;16.80;8.40;74.80;0.00;0;72.72;0.69;1.26;1.27;1.00;1.00
2;36508674132;13214107807;2683668667;146978958;2.20;23183.20;42745.40;17.40;7.40;75.80;0.00;0;72.84;1.75;1.48;1.35;2.20;1.00
3;35620216082;12887395151;2607125831;143178512;3.00;25022.20;44765.40;18.40;8.40;73.20;0.00;0;71.54;2.27;1.67;1.42;3.00;1.00
4;37727180900;13447727639;2688239099;152888590;1.80;24086.40;45630.60;18.00;8.20;73.80;0.00;0;72.14;1.52;1.57;1.40;1.80;1.60
5;37272525605;13120025153;2663599945;151749970;2.80;22936.40;44199.80;17.60;7.20;75.00;0.00;0;73.54;1.45;1.55;1.41;2.80;1.60
6;38273159198;13584837742;2731857169;158539066;3.60;24636.80;43131.40;17.80;8.40;73.60;0.00;0;72.76;1.66;1.60;1.43;3.60;1.20
7;37096158453;12973029720;2615470044;150790658;1.80;22149.20;38313.40;16.20;7.20;76.20;0.00;0;71.69;2.60;1.83;1.52;1.80;1.20
8;38266590374;13861242480;2713192131;171706816;2.20;21773.80;43745.60;17.00;7.20;76.00;0.00;0;71.74;2.09;1.81;1.53;2.20;1.00
9;38445780517;13751822842;2745666839;167767091;2.20;25171.60;44232.40;18.60;7.60;73.80;0.00;0;71.54;1.18;1.59;1.47;2.20;1.00
10;37322324834;13603919012;2663215063;170347170;2.60;24583.60;43703.00;18.40;8.00;73.40;0.00;0;70.29;2.05;1.77;1.54;2.60;1.00
