run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;33588977211;21491636588;2953817812;440512185;12.80;4289.80;27290.20;34.40;11.00;53.60;0.00;.69;37.97;7.87;8.21;7.94;12.80;4.40
2;43309174947;35285798389;3538063412;542029760;4.40;4553.40;27847.00;38.40;11.40;49.60;0.00;.55;26.18;8.08;8.09;7.91;4.40;3.60
3;46196197311;44827942166;3493931782;535384454;6.80;4041.20;25709.60;42.20;12.20;45.20;0.00;.56;36.48;10.66;8.60;8.09;6.80;2.40
4;38299752455;40858952927;2756193754;439114462;10.60;4673.00;32296.80;42.00;9.80;47.60;0.00;.79;25.32;12.93;9.20;8.30;10.60;2.20
5;43469277727;50737907126;2999049556;471433735;7.00;4320.00;31265.00;39.20;10.00;50.00;0.00;.36;38.63;8.49;8.45;8.11;7.00;2.60
6;67556139424;84934812649;4352528357;738862641;14.00;5671.00;38188.00;45.80;12.00;41.60;0.00;.53;32.78;6.80;7.91;7.94;14.00;3.00
7;48687916853;63713836090;3034607638;517649460;18.40;7142.20;45204.00;59.60;12.80;27.20;0.00;.59;34.60;9.41;8.78;8.26;18.40;3.40
8;43659446821;59114970782;2683261496;447572812;13.00;6230.20;41846.60;53.20;12.00;34.00;0.00;.62;30.98;11.75;9.89;8.72;13.00;4.60
9;53998593954;77902487948;3149492372;554186170;5.80;3588.40;23405.20;39.40;8.20;51.80;0.00;.53;44.00;11.18;10.22;8.91;5.80;12.40
10;48153893881;69817247509;2796340574;484459733;9.60;5172.60;43109.20;48.20;10.60;40.80;0.00;.56;32.30;10.50;10.34;9.04;9.60;8.80
