run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13717904;47636;1844088;0;0;1630;13406
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13610736;47844;1852460;0;0;1800;13228
3;0,000016;1;1024KiB;128MiB;128;0.0080;0.04;0.06;1.31;0;13584836;47956;1858112;0;0;1756;13266
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13542480;48124;1866184;0;0;1790;13224
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13555300;48284;1873364;0;0;1773;13234
6;0,000016;1;1024KiB;128MiB;128;0.0071;0.04;0.05;1.17;0;13493592;48492;1878920;0;0;1796;13205
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13793944;48692;1886248;0;0;1590;13404
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13724260;48796;1891084;0;0;1590;13399
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13704984;48900;1896488;0;0;1603;13381
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13667432;49092;1904424;0;0;1582;13395
