run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;91.0;8;11,25;14,62;15,12;14,00;18,88;enp0s31f6;1134;1126
2;103;86.2;8;10,00;16,50;15,00;13,88;18,12;enp0s31f6;2172;2196
3;109;91.2;8;11,25;15,88;16,25;14,62;21,12;enp0s31f6;3938;3574
4;109;91.2;8;8,75;16,25;15,12;14,12;18,38;enp0s31f6;2068;2099
5;109;91.1;8;8,75;15,38;14,88;14,12;19,25;enp0s31f6;1922;1910
6;109;91.7;8;11,25;14,62;14,50;14,00;15,25;enp0s31f6;2123;2055
7;109;91.3;8;6,25;14,62;14,88;13,75;16,62;enp0s31f6;1149;1121
8;109;91.3;8;7,50;14,50;15,12;14,00;19,88;enp0s31f6;1554;1534
9;109;91.7;8;5,00;14,50;14,75;13,88;17,25;enp0s31f6;1596;1566
10;113;94.6;8;10,00;14,62;14,75;14,00;17,88;enp0s31f6;0;0
