run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13609592;45464;1448868;0;0;2115;13289
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.11;0;13526804;45736;1450580;0;0;2193;13209
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13575148;45856;1451816;0;0;2145;13256
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13557328;45952;1453304;0;0;2160;13239
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;13573156;46048;1454776;0;0;2143;13255
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.06;0;13555380;46152;1456332;0;0;2153;13243
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13576868;46288;1457964;0;0;2137;13258
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.15;0;13554580;46412;1459484;0;0;2157;13236
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13567764;46508;1461032;0;0;2143;13249
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13562808;46612;1462592;0;0;2146;13244
