run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.4;8;11,25;14,62;15,00;14,38;15,50;enp0s31f6;470;560
2;112;94.0;8;12,50;12,62;12,62;11,88;14,25;enp0s31f6;584;698
3;111;92.9;8;8,75;14,75;15,12;14,62;17,38;enp0s31f6;655;769
4;98.3;82.5;8;7,50;14,75;15,75;14,62;18,88;enp0s31f6;437;501
5;112;93.6;8;5,00;15,00;14,88;14,25;15,75;enp0s31f6;606;694
6;111;93.5;8;6,25;14,88;15,50;14,50;20,00;enp0s31f6;431;507
7;112;93.9;8;6,25;14,88;15,12;14,50;16,25;enp0s31f6;499;584
8;112;93.6;8;5,00;15,00;15,25;14,38;19,12;enp0s31f6;598;695
9;111;93.5;8;8,75;14,62;15,75;13,88;18,62;enp0s31f6;438;513
10;111;93.3;8;7,50;15,75;15,25;14,50;18,62;enp0s31f6;517;620
