run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.4;8;10,00;15,12;15,00;13,62;18,38;enp0s31f6;482;547
2;95.9;80.5;8;10,00;14,12;14,62;13,75;16,88;enp0s31f6;785;854
3;109;91.6;8;10,00;14,00;14,62;13,62;17,12;enp0s31f6;594;674
4;108;90.8;8;8,75;14,38;14,25;13,25;15,00;enp0s31f6;558;650
5;110;92.2;8;10,00;15,38;14,75;13,62;15,75;enp0s31f6;550;636
6;102;85.7;8;7,50;14,25;14,12;12,88;15,12;enp0s31f6;457;555
7;108;90.4;8;10,00;14,75;15,25;13,75;18,88;enp0s31f6;504;580
8;108;90.8;8;12,50;12,00;12,00;11,00;13,88;enp0s31f6;684;776
9;105;88.5;8;8,75;14,00;14,62;13,00;17,62;enp0s31f6;662;765
10;102;85.8;8;11,25;15,00;14,88;13,88;16,75;enp0s31f6;538;605
