run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13478984;55312;1646684;0;0;2077;13132
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13367132;55408;1648212;0;0;2157;13051
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13357980;55512;1649844;0;0;2162;13044
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13356528;55616;1651452;0;0;2169;13035
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;13313328;55776;1653172;0;0;2202;13001
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13313472;55900;1654024;0;0;2190;13012
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13317132;55996;1655536;0;0;2166;13034
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13305272;56092;1657068;0;0;2206;12993
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13274348;56196;1658620;0;0;2242;12954
10;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;13250080;56356;1660288;0;0;2256;12939
