run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;208;175;8;8,75;15,00;15,12;13,75;17,12;enp6s18;7637;8644
2;159;134;8;7,50;14,75;15,38;14,00;19,88;enp6s18;10202;11880
3;192;161;8;10,00;14,62;15,62;13,88;21,12;enp6s18;5949;7073
4;193;162;8;7,50;18,38;16,00;14,25;20,38;enp6s18;8557;9904
5;193;162;8;10,00;15,25;16,00;14,25;19,50;enp6s18;6412;7321
6;175;147;8;10,00;15,50;16,25;14,38;22,12;enp6s18;8168;9373
7;184;154;8;7,50;14,50;15,00;14,25;18,50;enp6s18;5833;6606
8;202;169;8;7,50;15,88;16,38;14,50;22,00;enp6s18;7203;8183
9;172;144;8;5,00;18,12;16,50;14,50;22,38;enp6s18;6803;7790
10;188;158;8;8,75;18,00;17,00;14,38;26,25;enp6s18;7246;8247
