run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42462727106;41429389920;1421182282;248909073;3.80;7508.20;109871.00;10.60;19.40;70.00;0.00;.37;67.56;1.37;2.00;1.88;3.80;1.00
2;41327919590;41200840050;1336661118;238404698;2.80;7236.80;100133.40;11.00;19.40;69.60;0.00;.27;68.48;2.00;2.07;1.91;2.80;1.00
3;42789403708;42092477786;1388907687;252890941;3.20;6630.20;89521.60;9.20;19.20;71.60;0.00;.26;68.90;1.69;1.99;1.90;3.20;1.20
4;41005247025;40948999975;1294002219;236043053;4.00;7819.20;118723.80;11.00;19.60;69.00;0.00;.30;68.91;1.63;1.93;1.88;4.00;1.00
5;40569351269;40708495825;1310680177;233202090;2.60;7452.40;108263.20;10.40;19.60;69.60;0.00;.27;68.19;2.00;2.02;1.92;2.60;1.00
6;39044915423;40247469387;1256777799;220155922;3.60;7248.40;104198.20;9.20;19.40;71.00;0.00;.27;68.80;1.74;1.95;1.90;3.60;1.20
7;40942291260;40920552376;1320416941;236107040;5.80;8144.20;125124.00;11.80;19.80;68.40;0.00;.34;67.18;2.43;2.11;1.96;5.80;1.20
8;40144911200;40788634479;1265502693;230470087;2.00;6695.60;92628.40;9.60;19.00;71.20;0.00;.26;68.78;1.91;2.03;1.94;2.00;1.20
9;41185505085;41250820109;1324947338;239525125;2.00;7603.80;113176.60;11.00;19.80;69.20;0.00;.30;68.74;2.14;2.12;1.98;2.00;1.40
10;41671565543;41469193120;1345041017;242179698;2.40;7679.20;116397.40;10.60;19.20;70.00;0.00;.23;69.71;1.87;2.08;1.98;2.40;1.20
