run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;223;187;8;2,50;14,75;15,38;14,25;18,38;enp6s18;2414;2803
2;191;160;8;0,00;14,62;14,62;13,88;15,88;enp6s18;2502;2883
3;215;180;8;5,00;15,00;14,62;14,25;15,12;enp6s18;2062;2420
4;213;179;8;2,50;15,00;14,75;14,25;15,50;enp6s18;3827;4444
5;205;172;8;5,00;14,75;14,62;14,25;15,38;enp6s18;2785;3134
6;213;179;8;3,75;16,12;15,12;13,75;18,75;enp6s18;104;116
7;207;174;8;5,00;15,00;15,00;14,25;16,88;enp6s18;423;503
8;201;169;8;5,00;14,62;14,75;14,38;16,12;enp6s18;2411;2766
9;203;171;8;7,50;14,38;16,12;14,12;22,12;enp6s18;2854;3311
10;196;165;8;0,00;16,50;15,38;13,50;17,75;enp6s18;3990;4568
