run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11573499887;4288260265;853421933;46713066;1.00;7701.80;16090.00;7.20;3.40;89.40;0.00;0;90.39;0.70;0.42;0.50;1.00;1.00
2;12602411770;4471139967;908976741;45903871;1.00;8980.20;15247.40;7.80;3.80;88.60;0.00;0;90.47;0.91;0.50;0.52;1.00;1.00
3;11895119253;4287105043;871628209;44825280;1.00;8469.60;15742.80;7.80;3.20;88.80;0.00;0;90.01;0.94;0.63;0.56;1.00;1.00
4;11951331940;4316793355;863753036;43747117;2.60;9457.00;17351.80;9.00;3.80;87.60;0.00;0;90.52;0.64;0.60;0.56;2.60;1.00
5;11654001867;4216484709;842621998;43012931;5.60;9615.40;16642.40;9.40;3.80;87.20;0.00;0;90.39;0.53;0.57;0.54;5.60;1.00
6;13022519526;5270845660;923214527;52947240;1.80;8224.80;15890.40;7.80;3.20;89.00;0.00;.06;90.10;0.38;0.53;0.53;1.80;1.00
7;12231774028;4366387722;875304194;47103558;2.00;8142.00;15230.20;7.20;3.00;89.60;0.00;0;90.53;0.74;0.60;0.56;2.00;1.00
8;12080029357;4430529077;895631310;46209550;2.40;6792.60;11548.60;6.40;2.80;90.80;0.00;0;91.16;0.63;0.61;0.56;2.40;1.00
9;12888527457;4695432279;955275836;50798129;1.40;10223.40;16534.60;8.40;3.60;88.00;0.00;0;90.92;1.10;0.74;0.61;1.40;1.20
10;12412089389;4496045059;919352652;49034356;1.00;8777.00;14895.60;7.20;3.40;89.40;0.00;0;90.76;1.16;0.81;0.64;1.00;1.00
