run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41337687205;40920574016;1335801178;242754168;2.20;7457.40;109628.40;11.20;19.60;68.80;0.00;.30;68.30;1.92;2.05;2.21;2.20;1.20
2;38524961101;39885860933;1206803497;219702800;3.80;7166.40;104222.00;10.60;19.60;69.60;0.00;.37;68.87;2.25;2.10;2.22;3.80;1.00
3;41413152175;40939597709;1373659204;243507875;2.40;7844.00;120905.80;11.20;19.80;68.60;0.00;.30;68.19;1.94;2.02;2.18;2.40;1.40
4;40912155051;40793333577;1312787590;237222565;4.00;7269.00;101942.20;10.80;19.60;69.00;0.00;.33;68.82;2.20;2.11;2.19;4.00;1.00
5;41612980591;41053664214;1369598421;243599592;2.00;7441.20;104687.60;10.60;19.80;69.40;0.00;.34;68.17;2.26;2.13;2.20;2.00;1.00
6;41690249262;41261248379;1343935303;243119585;3.20;7940.60;123204.20;11.40;20.00;68.00;0.00;.37;66.89;2.83;2.36;2.27;3.20;1.00
7;42035807525;41219060294;1384301376;247170537;2.60;7845.80;123737.40;11.40;19.60;68.60;0.00;.26;67.33;2.59;2.43;2.31;2.60;1.20
8;39403340128;40456207117;1256112078;226423597;4.60;7311.60;107664.00;10.80;19.60;69.20;0.00;.23;68.41;2.23;2.41;2.31;4.60;1.20
9;40997598688;40890732375;1309450757;236808968;3.00;7600.00;110212.40;11.20;19.60;68.80;0.00;.27;67.92;2.75;2.54;2.36;3.00;1.00
10;41178004839;41048178515;1343664411;239816583;2.20;8081.20;123154.20;11.60;20.40;67.80;0.00;.27;68.58;2.84;2.65;2.42;2.20;1.20
