run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14277544;37664;1387340;0;0;1546;13928
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14190888;37816;1394008;0;0;1615;13852
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14188412;38008;1401200;0;0;1609;13852
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14208744;38168;1408036;0;0;1592;13862
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14134988;38344;1428808;0;0;1604;13830
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14127268;38496;1435128;0;0;1620;13808
7;0,000016;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.58;0;14222360;38696;1443728;0;0;1508;13913
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13951132;38848;1453104;0;0;1792;13622
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13946128;38992;1460528;0;0;1798;13611
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13897792;39040;1460648;0;0;1844;13564
